Date,Open,High,Low,Close,Volume,Election_date,3M_before,Close_3M_before,3M_UP_DOWN,6M_before,Close_6M_before,6M_UP_DOWN,9M_before,Close_9M_before,9M_UP_DOWN,12_before,Close_12_before,12M_UP_DOWN,15_before,Close_15_before
02/11/25,282.660004,282.660004,282.660004,282.66 ,0,,02/08/25,,,02/05/25,,,02/02/25,404.410004,1,01/11/25,,,01/08/25,
02/11/26,274.649994,274.649994,274.649994,274.65 ,0,0,02/08/26,322.5,0,02/05/26,,,02/02/26,406.799988,0,01/11/26,415.589996,0,01/08/26,
02/11/27,286.230011,286.230011,286.230011,286.23 ,0,0,02/08/27,327.640015,1,02/05/27,409.589996,0,02/02/27,411.170013,0,01/11/27,412.019989,0,01/08/27,435.190002
02/11/28,287.380005,287.380005,287.380005,287.38 ,0,0,02/08/28,314.730011,1,02/05/28,406.799988,0,02/02/28,415.429993,1,01/11/28,402.119995,0,01/08/28,429.149994
02/11/29,284.899994,284.899994,284.899994,284.90 ,0,0,02/08/29,312.75,1,02/05/29,404.450012,0,02/02/28,415.429993,1,01/11/29,403.730011,0,01/08/29,428.450012
02/12/02,289.040009,289.040009,289.040009,289.04 ,0,0,02/09/02,308.890015,0,02/06/02,,,02/03/02,,,01/12/02,,,01/09/02,
02/12/03,281.51001,281.51001,281.51001,281.51 ,0,0,02/09/03,292.720001,1,02/06/03,396.329987,1,02/03/03,,,01/12/03,407.299988,0,01/09/03,413.73999
02/12/04,284.679993,284.679993,284.679993,284.68 ,0,0,02/09/04,294.359985,1,02/06/04,388.369995,0,02/03/04,428.420013,1,01/12/04,409.540009,0,01/09/04,420.369995
02/12/05,277.559998,277.559998,277.559998,277.56 ,0,0,02/09/05,288.48999,1,02/06/05,388.190002,0,02/03/05,427.140015,1,01/12/05,424.779999,1,01/09/05,410.070007
02/12/06,276.109985,276.109985,276.109985,276.11 ,0,0,02/09/06,298.559998,1,02/06/06,389.910004,0,02/03/06,430.670013,1,01/12/06,425.26001,1,01/09/06,398.630005
02/12/09,265.079987,265.079987,265.079987,265.08 ,0,0,02/09/09,294.130005,0,02/06/09,,,02/03/09,,,01/12/09,,,01/09/09,
02/12/10,272.660004,272.660004,272.660004,272.66 ,0,0,02/09/10,299.029999,1,02/06/10,385.130005,1,02/03/10,,,01/12/10,415.920013,1,01/09/10,384.079987
02/12/11,274.980011,274.980011,274.980011,274.98 ,0,0,02/09/11,305.899994,1,02/06/11,386.140015,0,02/03/11,433.589996,1,01/12/11,417.269989,1,01/09/11,357.25
02/12/12,268.440002,268.440002,268.440002,268.44 ,0,0,02/09/12,293.380005,1,02/06/12,379.579987,0,02/03/12,429.149994,1,01/12/12,411.549988,1,01/09/12,361.25
02/12/13,265.23999,265.23999,265.23999,265.24 ,0,0,02/09/13,288.309998,1,02/06/13,376.899994,0,02/03/13,427.059998,1,01/12/13,404.940002,1,01/09/13,364.220001
02/12/16,274.480011,274.480011,274.480011,274.48 ,0,0,02/09/16,284.709991,0,02/06/16,,,02/03/16,,,01/12/16,,,01/09/16,
02/12/17,269.480011,269.480011,269.480011,269.48 ,0,0,02/09/17,282.410004,1,02/06/17,376.829987,1,02/03/17,,,01/12/17,410.839996,1,01/09/17,352.309998
02/12/18,260.679993,260.679993,260.679993,260.68 ,0,0,02/09/18,269.200012,1,02/06/18,374.029999,0,02/03/18,438.380005,1,01/12/18,409.670013,1,01/09/18,349.160004
02/12/19,255.830002,255.830002,255.830002,255.83 ,0,0,02/09/19,260.429993,1,02/06/19,368.480011,0,02/03/19,440.649994,1,01/12/19,405.920013,1,01/09/19,339.910004
02/12/20,260.769989,260.769989,260.769989,260.77 ,0,0,02/09/20,264.880005,1,02/06/20,361.73999,0,02/03/20,435.059998,1,01/12/20,403,1,01/09/20,323.339996
02/12/23,258.579987,258.579987,258.579987,258.58 ,0,1,02/09/23,253.160004,0,02/06/23,,,02/03/23,,,01/12/23,,,01/09/23,
02/12/24,258.579987,258.579987,258.579987,258.58 ,0,1,02/09/24,248.869995,1,02/06/24,351.529999,1,02/03/24,,,01/12/24,407.75,1,01/09/24,335.820007
02/12/25,258.579987,258.579987,258.579987,258.58 ,0,1,02/09/25,255.789993,1,02/06/25,357.440002,0,02/03/25,432.390015,1,01/12/25,407.75,1,01/09/25,334.170013
02/12/26,258.579987,258.579987,258.579987,258.58 ,0,0,02/09/26,260.929993,1,02/06/26,349.070007,0,02/03/26,436.579987,1,01/12/26,407.75,1,01/09/26,340.950012
02/12/27,246.360001,246.360001,246.360001,246.36 ,0,0,02/09/27,253.389999,1,02/06/27,361.25,0,02/03/27,434.040009,1,01/12/27,414.309998,1,01/09/27,346.910004
02/12/30,250.690002,250.690002,250.690002,250.69 ,0,1,02/09/30,241.210007,0,02/06/30,,,02/03/30,,,01/12/30,,,01/09/30,
02/12/31,250.690002,250.690002,250.690002,250.69 ,0,1,02/09/30,241.210007,0,02/06/30,,,02/03/31,,,01/12/31,417.399994,0,01/09/30,
03/01/01,250.690002,250.690002,250.690002,250.69 ,0,1,02/10/01,248.25,1,02/07/01,369.809998,0,02/04/01,437.570007,1,02/01/01,417.399994,1,01/10/01,352.410004
03/01/02,267.480011,267.480011,267.480011,267.48 ,0,1,02/10/02,253.190002,1,02/07/02,356.579987,0,02/04/02,432.029999,1,02/01/02,418.48999,1,01/10/02,356.720001
03/01/03,266.630005,266.630005,266.630005,266.63 ,0,1,02/10/03,244.320007,1,02/07/03,351.859985,0,02/04/03,429.890015,1,02/01/03,426.279999,1,01/10/03,364.51001
03/01/06,271.350006,271.350006,271.350006,271.35 ,0,,02/10/06,,,02/07/06,,,02/04/06,,,02/01/06,,,01/10/06,
03/01/07,267.890015,267.890015,267.890015,267.89 ,0,1,02/10/07,232.860001,0,02/07/07,,,02/04/07,,,02/01/07,426.109985,0,01/10/07,
03/01/08,258.399994,258.399994,258.399994,258.40 ,0,1,02/10/08,229.160004,1,02/07/08,375.01001,0,02/04/08,424.399994,0,02/01/08,427.559998,1,01/10/08,369.540009
03/01/09,261.859985,261.859985,261.859985,261.86 ,0,1,02/10/09,226.869995,1,02/07/09,369.390015,0,02/04/09,424.089996,0,02/01/09,432.029999,1,01/10/09,368.279999
03/01/10,262.26001,262.26001,262.26001,262.26 ,0,1,02/10/10,237.059998,1,02/07/10,355.75,0,02/04/10,429.790009,1,02/01/10,428.970001,1,01/10/10,376.890015
03/01/13,264.179993,264.179993,264.179993,264.18 ,0,,02/10/13,,,02/07/13,,,02/04/13,,,02/01/13,,,01/10/13,
03/01/14,267.160004,267.160004,267.160004,267.16 ,0,1,02/10/14,247.330002,0,02/07/14,,,02/04/14,,,02/01/14,414.720001,0,01/10/14,
03/01/15,263.350006,263.350006,263.350006,263.35 ,0,0,02/10/15,263.48999,1,02/07/15,333.540009,0,02/04/15,428.26001,1,02/01/15,414.480011,1,01/10/15,375.51001
03/01/16,263.959991,263.959991,263.959991,263.96 ,0,1,02/10/16,260.410004,1,02/07/16,337.660004,0,02/04/16,434.329987,1,02/01/16,408.75,1,01/10/16,381.23999
03/01/17,253.410004,253.410004,253.410004,253.41 ,0,0,02/10/17,273.390015,1,02/07/17,346.26001,0,02/04/17,432.76001,1,02/01/17,418.640015,1,01/10/17,382.910004
03/01/20,251.570007,251.570007,251.570007,251.57 ,0,,02/10/20,,,02/07/20,,,02/04/20,,,02/01/20,,,01/10/20,
03/01/21,249.729996,249.729996,249.729996,249.73 ,0,0,02/10/21,281.950012,0,02/07/21,,,02/04/21,,,02/01/21,416.269989,0,01/10/21,
03/01/22,244.220001,244.220001,244.220001,244.22 ,0,0,02/10/22,272.390015,1,02/07/22,315.799988,0,02/04/22,425.600006,1,02/01/22,415.149994,1,01/10/22,381.049988
03/01/23,244.770004,244.770004,244.770004,244.77 ,0,0,02/10/23,261.220001,1,02/07/23,301.890015,0,02/04/23,425.029999,1,02/01/23,422.399994,1,01/10/23,387.299988
03/01/24,237.679993,237.679993,237.679993,237.68 ,0,0,02/10/24,267.089996,1,02/07/24,309.910004,0,02/04/24,422.970001,1,02/01/24,422.910004,1,01/10/24,393.980011
03/01/27,231.779999,231.779999,231.779999,231.78 ,0,,02/10/27,,,02/07/27,,,02/04/27,,,02/01/27,,,01/10/27,
03/01/28,233.559998,233.559998,233.559998,233.56 ,0,0,02/10/28,275.470001,0,02/07/28,,,02/04/28,,,02/01/28,422.5,0,01/10/28,
03/01/29,236.330002,236.330002,236.330002,236.33 ,0,0,02/10/29,261.730011,1,02/07/29,328.040009,0,02/04/29,413.170013,0,02/01/29,417.920013,1,01/10/29,385.049988
03/01/30,235.330002,235.330002,235.330002,235.33 ,0,0,02/10/30,268.920013,1,02/07/30,329.529999,0,02/04/30,415.320007,0,02/01/30,415.609985,1,01/10/30,376.720001
03/01/31,239.899994,239.899994,239.899994,239.90 ,0,0,02/10/31,272.440002,1,02/07/31,316.23999,0,02/04/30,415.320007,0,02/01/31,419.940002,1,01/10/31,377.640015
03/02/03,240.460007,240.460007,240.460007,240.46 ,0,,02/11/03,,,02/08/03,,,02/05/03,405.75,1,02/02/03,,,01/11/03,
03/02/04,231.089996,231.089996,231.089996,231.09 ,0,0,02/11/04,285.630005,0,02/08/04,,,02/05/04,,,02/02/04,411.910004,0,01/11/04,
03/02/05,238.289993,238.289993,238.289993,238.29 ,0,0,02/11/05,287.420013,1,02/08/05,287.679993,1,02/05/05,,,02/02/05,408.709991,1,01/11/05,391.019989
03/02/06,232.229996,232.229996,232.229996,232.23 ,0,0,02/11/06,283.369995,1,02/08/06,304.869995,0,02/05/06,405.329987,1,02/02/06,399.980011,1,01/11/06,387.899994
03/02/07,225.850006,225.850006,225.850006,225.85 ,0,0,02/11/07,272.369995,1,02/08/07,297.880005,0,02/05/07,404.130005,1,02/02/07,403.559998,1,01/11/07,397.73999
03/02/10,227.059998,227.059998,227.059998,227.06 ,0,,02/11/10,,,02/08/10,,,02/05/10,404.529999,1,02/02/10,,,01/11/10,
03/02/11,230.419998,230.419998,230.419998,230.42 ,0,0,02/11/11,263.730011,0,02/08/11,,,02/05/11,,,02/02/11,409.089996,0,01/11/11,
03/02/12,225.740005,225.740005,225.740005,225.74 ,0,0,02/11/12,269.299988,1,02/08/12,311.369995,1,02/05/12,,,02/02/12,405.75,1,01/11/12,395.350006
03/02/13,224.229996,224.229996,224.229996,224.23 ,0,0,02/11/13,265.529999,1,02/08/13,313.890015,0,02/05/13,410.540009,1,02/02/13,408.529999,1,01/11/13,403.869995
03/02/14,233.479996,233.479996,233.479996,233.48 ,0,0,02/11/14,274.519989,1,02/08/14,306.73999,0,02/05/14,415.200012,1,02/02/14,411.040009,1,01/11/14,404.589996
03/02/17,236.149994,236.149994,236.149994,236.15 ,0,,02/11/17,,,02/08/17,,,02/05/17,414.570007,1,02/02/17,,,01/11/17,
03/02/18,238.550003,238.550003,238.550003,238.55 ,0,0,02/11/18,276.600006,0,02/08/18,,,02/05/18,,,02/02/18,404.779999,0,01/11/18,
03/02/19,229.660004,229.660004,229.660004,229.66 ,0,0,02/11/19,275.730011,1,02/08/19,326.350006,1,02/05/19,,,02/02/19,397.709991,0,01/11/19,419.950012
03/02/20,227.110001,227.110001,227.110001,227.11 ,0,0,02/11/20,276.049988,1,02/08/20,320.980011,0,02/05/20,412.709991,1,02/02/20,398.73999,0,01/11/20,414.390015
03/02/21,231.470001,231.470001,231.470001,231.47 ,0,0,02/11/21,283.089996,1,02/08/21,328.529999,0,02/05/21,411.390015,1,02/02/21,403.26001,0,01/11/21,413.540009
03/02/24,225.580002,225.580002,225.580002,225.58 ,0,,02/11/24,,,02/08/24,,,02/05/24,405.700012,1,02/02/24,,,01/11/24,
03/02/25,218.740005,218.740005,218.740005,218.74 ,0,0,02/11/25,282.660004,0,02/08/25,,,02/05/25,,,02/02/25,404.410004,0,01/11/25,
03/02/26,215.619995,215.619995,215.619995,215.62 ,0,0,02/11/26,274.649994,1,02/08/26,322.5,1,02/05/26,,,02/02/26,406.799988,0,01/11/26,415.589996
03/02/27,220.660004,220.660004,220.660004,220.66 ,0,0,02/11/27,286.230011,1,02/08/27,327.640015,0,02/05/27,409.589996,0,02/02/27,411.170013,0,01/11/27,412.019989
03/02/28,223.360001,223.360001,223.360001,223.36 ,0,0,02/11/28,287.380005,1,02/08/28,314.730011,0,02/05/28,406.799988,0,02/02/28,415.429993,1,01/11/28,402.119995
03/03/03,223.720001,223.720001,223.720001,223.72 ,0,0,02/12/03,281.51001,1,02/09/03,292.720001,0,02/06/03,396.329987,1,02/03/03,,,01/12/03,407.299988
03/03/04,219.520004,219.520004,219.520004,219.52 ,0,0,02/12/04,284.679993,1,02/09/04,294.359985,0,02/06/04,388.369995,0,02/03/04,428.420013,1,01/12/04,409.540009
03/03/05,218.940002,218.940002,218.940002,218.94 ,0,0,02/12/05,277.559998,1,02/09/05,288.48999,0,02/06/05,388.190002,0,02/03/05,427.140015,1,01/12/05,424.779999
03/03/06,214.300003,214.300003,214.300003,214.30 ,0,0,02/12/06,276.109985,1,02/09/06,298.559998,0,02/06/06,389.910004,0,02/03/06,430.670013,1,01/12/06,425.26001
03/03/07,213.779999,213.779999,213.779999,213.78 ,0,,02/12/07,,,02/09/07,,,02/06/07,386.670013,0,02/03/07,430.329987,1,01/12/07,421.089996
03/03/10,205.509995,205.509995,205.509995,205.51 ,0,0,02/12/10,272.660004,1,02/09/10,299.029999,0,02/06/10,385.130005,1,02/03/10,,,01/12/10,415.920013
03/03/11,203.490005,203.490005,203.490005,203.49 ,0,0,02/12/11,274.980011,1,02/09/11,305.899994,0,02/06/11,386.140015,0,02/03/11,433.589996,1,01/12/11,417.269989
03/03/12,195.570007,195.570007,195.570007,195.57 ,0,0,02/12/12,268.440002,1,02/09/12,293.380005,0,02/06/12,379.579987,0,02/03/12,429.149994,1,01/12/12,411.549988
03/03/13,207.380005,207.380005,207.380005,207.38 ,0,0,02/12/13,265.23999,1,02/09/13,288.309998,0,02/06/13,376.899994,0,02/03/13,427.059998,1,01/12/13,404.940002
03/03/14,211.360001,211.360001,211.360001,211.36 ,0,,02/12/14,,,02/09/14,,,02/06/14,366.059998,0,02/03/14,428.730011,1,01/12/14,400.950012
03/03/17,218.259995,218.259995,218.259995,218.26 ,0,0,02/12/17,269.480011,1,02/09/17,282.410004,0,02/06/17,376.829987,1,02/03/17,,,01/12/17,410.839996
03/03/18,225.990005,225.990005,225.990005,225.99 ,0,0,02/12/18,260.679993,1,02/09/18,269.200012,0,02/06/18,374.029999,0,02/03/18,438.380005,1,01/12/18,409.670013
03/03/19,228.660004,228.660004,228.660004,228.66 ,0,0,02/12/19,255.830002,1,02/09/19,260.429993,0,02/06/19,368.480011,0,02/03/19,440.649994,1,01/12/19,405.920013
03/03/20,227.910004,227.910004,227.910004,227.91 ,0,0,02/12/20,260.769989,1,02/09/20,264.880005,0,02/06/20,361.73999,0,02/03/20,435.059998,1,01/12/20,403
03/03/21,236.449997,236.449997,236.449997,236.45 ,0,,02/12/21,,,02/09/21,,,02/06/21,360.140015,0,02/03/21,434.299988,1,01/12/21,407.75
03/03/24,223.429993,223.429993,223.429993,223.43 ,0,0,02/12/24,258.579987,0,02/09/24,248.869995,0,02/06/24,351.529999,1,02/03/24,,,01/12/24,407.75
03/03/25,230.199997,230.199997,230.199997,230.20 ,0,0,02/12/25,258.579987,0,02/09/25,255.789993,0,02/06/25,357.440002,0,02/03/25,432.390015,1,01/12/25,407.75
03/03/26,226.100006,226.100006,226.100006,226.10 ,0,0,02/12/26,258.579987,1,02/09/26,260.929993,0,02/06/26,349.070007,0,02/03/26,436.579987,1,01/12/26,407.75
03/03/27,226.369995,226.369995,226.369995,226.37 ,0,0,02/12/27,246.360001,1,02/09/27,253.389999,0,02/06/27,361.25,0,02/03/27,434.040009,1,01/12/27,414.309998
03/03/28,221.300003,221.300003,221.300003,221.30 ,0,,02/12/28,,,02/09/28,,,02/06/28,371.200012,0,02/03/28,437.570007,1,01/12/28,417.399994
03/03/31,213.850006,213.850006,213.850006,213.85 ,0,0,02/12/31,250.690002,0,02/09/30,241.210007,1,02/06/30,,,02/03/31,,,01/12/31,417.399994
03/04/01,215.960007,215.960007,215.960007,215.96 ,0,0,03/01/01,250.690002,0,02/10/01,248.25,0,02/07/01,369.809998,0,02/04/01,437.570007,1,02/01/01,417.399994
03/04/02,226.809998,226.809998,226.809998,226.81 ,0,0,03/01/02,267.480011,0,02/10/02,253.190002,0,02/07/02,356.579987,0,02/04/02,432.029999,1,02/01/02,418.48999
03/04/03,225.399994,225.399994,225.399994,225.40 ,0,0,03/01/03,266.630005,0,02/10/03,244.320007,0,02/07/03,351.859985,0,02/04/03,429.890015,1,02/01/03,426.279999
03/04/04,232.089996,232.089996,232.089996,232.09 ,0,,03/01/04,,,02/10/04,236.889999,0,02/07/04,360.660004,0,02/04/04,428.130005,0,02/01/04,429.779999
03/04/07,244.580002,244.580002,244.580002,244.58 ,0,0,03/01/07,267.890015,0,02/10/07,232.860001,1,02/07/07,,,02/04/07,,,02/01/07,426.109985
03/04/08,241.449997,241.449997,241.449997,241.45 ,0,0,03/01/08,258.399994,0,02/10/08,229.160004,0,02/07/08,375.01001,0,02/04/08,424.399994,0,02/01/08,427.559998
03/04/09,239.080002,239.080002,239.080002,239.08 ,0,0,03/01/09,261.859985,0,02/10/09,226.869995,0,02/07/09,369.390015,0,02/04/09,424.089996,0,02/01/09,432.029999
03/04/10,236.179993,236.179993,236.179993,236.18 ,0,0,03/01/10,262.26001,0,02/10/10,237.059998,0,02/07/10,355.75,0,02/04/10,429.790009,1,02/01/10,428.970001
03/04/11,239.110001,239.110001,239.110001,239.11 ,0,,03/01/11,,,02/10/11,253.009995,0,02/07/11,349.459991,0,02/04/11,423.420013,0,02/01/11,426.720001
03/04/14,242.350006,242.350006,242.350006,242.35 ,0,0,03/01/14,267.160004,0,02/10/14,247.330002,1,02/07/14,,,02/04/14,,,02/01/14,414.720001
03/04/15,246.970001,246.970001,246.970001,246.97 ,0,0,03/01/15,263.350006,1,02/10/15,263.48999,0,02/07/15,333.540009,0,02/04/15,428.26001,1,02/01/15,414.480011
03/04/16,246.5,246.5,246.5,246.50 ,0,0,03/01/16,263.959991,0,02/10/16,260.410004,0,02/07/16,337.660004,0,02/04/16,434.329987,1,02/01/16,408.75
03/04/17,252.149994,252.149994,252.149994,252.15 ,0,0,03/01/17,253.410004,1,02/10/17,273.390015,0,02/07/17,346.26001,0,02/04/17,432.76001,1,02/01/17,418.640015
03/04/18,252.149994,252.149994,252.149994,252.15 ,0,,03/01/18,,,02/10/18,272.829987,0,02/07/18,347.299988,0,02/04/18,429.279999,1,02/01/18,418.529999
03/04/21,252.149994,252.149994,252.149994,252.15 ,0,1,03/01/21,249.729996,1,02/10/21,281.950012,1,02/07/21,,,02/04/21,,,02/01/21,416.269989
03/04/22,257.029999,257.029999,257.029999,257.03 ,0,1,03/01/22,244.220001,1,02/10/22,272.390015,0,02/07/22,315.799988,0,02/04/22,425.600006,1,02/01/22,415.149994
03/04/23,258.619995,258.619995,258.619995,258.62 ,0,1,03/01/23,244.770004,1,02/10/23,261.220001,0,02/07/23,301.890015,0,02/04/23,425.029999,1,02/01/23,422.399994
03/04/24,252.289993,252.289993,252.289993,252.29 ,0,1,03/01/24,237.679993,1,02/10/24,267.089996,0,02/07/24,309.910004,0,02/04/24,422.970001,1,02/01/24,422.910004
03/04/25,248.259995,248.259995,248.259995,248.26 ,0,,03/01/25,,,02/10/25,267.980011,0,02/07/25,302.059998,0,02/04/25,416.269989,0,02/01/25,422.359985
03/04/28,257.209991,257.209991,257.209991,257.21 ,0,1,03/01/28,233.559998,1,02/10/28,275.470001,1,02/07/28,,,02/04/28,,,02/01/28,422.5
03/04/29,253.940002,253.940002,253.940002,253.94 ,0,1,03/01/29,236.330002,1,02/10/29,261.730011,0,02/07/29,328.040009,0,02/04/29,413.170013,0,02/01/29,417.920013
03/04/30,256.649994,256.649994,256.649994,256.65 ,0,1,03/01/30,235.330002,1,02/10/30,268.920013,0,02/07/30,329.529999,0,02/04/30,415.320007,0,02/01/30,415.609985
03/05/01,256.649994,256.649994,256.649994,256.65 ,0,,03/02/01,,,02/11/01,273.179993,0,02/08/01,309.059998,0,02/05/01,415.320007,0,02/02/01,419.160004
03/05/02,260.140015,260.140015,260.140015,260.14 ,0,,03/02/02,,,02/11/02,,,02/08/02,303.570007,0,02/05/02,410.769989,0,02/02/02,
03/05/05,262.470001,262.470001,262.470001,262.47 ,0,1,03/02/05,238.289993,1,02/11/05,287.420013,0,02/08/05,287.679993,1,02/05/05,,,02/02/05,408.709991
03/05/06,266.540009,266.540009,266.540009,266.54 ,0,1,03/02/06,232.229996,1,02/11/06,283.369995,0,02/08/06,304.869995,0,02/05/06,405.329987,1,02/02/06,399.980011
03/05/07,261.899994,261.899994,261.899994,261.90 ,0,1,03/02/07,225.850006,1,02/11/07,272.369995,0,02/08/07,297.880005,0,02/05/07,404.130005,1,02/02/07,403.559998
03/05/08,252.470001,252.470001,252.470001,252.47 ,0,,03/02/08,,,02/11/08,266.600006,0,02/08/08,313.820007,0,02/05/08,414.029999,1,02/02/08,402.01001
03/05/09,258.059998,258.059998,258.059998,258.06 ,0,,03/02/09,,,02/11/09,,,02/08/09,319.910004,0,02/05/09,410.309998,0,02/02/09,
03/05/12,256.679993,256.679993,256.679993,256.68 ,0,1,03/02/12,225.740005,1,02/11/12,269.299988,0,02/08/12,311.369995,1,02/05/12,,,02/02/12,405.75
03/05/13,254.649994,254.649994,254.649994,254.65 ,0,1,03/02/13,224.229996,1,02/11/13,265.529999,0,02/08/13,313.890015,0,02/05/13,410.540009,1,02/02/13,408.529999
03/05/14,255.990005,255.990005,255.990005,255.99 ,0,1,03/02/14,233.479996,1,02/11/14,274.519989,0,02/08/14,306.73999,0,02/05/14,415.200012,1,02/02/14,411.040009
03/05/15,260.859985,260.859985,260.859985,260.86 ,0,,03/02/15,,,02/11/15,274.76001,0,02/08/15,312.910004,0,02/05/15,417.100006,1,02/02/15,404.600006
03/05/16,261.079987,261.079987,261.079987,261.08 ,0,,03/02/16,,,02/11/16,,,02/08/16,314.480011,0,02/05/16,415.420013,0,02/02/16,
03/05/19,250.130005,250.130005,250.130005,250.13 ,0,1,03/02/19,229.660004,1,02/11/19,275.730011,0,02/08/19,326.350006,1,02/05/19,,,02/02/19,397.709991
03/05/20,249.210007,249.210007,249.210007,249.21 ,0,1,03/02/20,227.110001,1,02/11/20,276.049988,0,02/08/20,320.980011,0,02/05/20,412.709991,1,02/02/20,398.73999
03/05/21,247.979996,247.979996,247.979996,247.98 ,0,1,03/02/21,231.470001,1,02/11/21,283.089996,0,02/08/21,328.529999,0,02/05/21,411.390015,1,02/02/21,403.26001
03/05/22,251.360001,251.360001,251.360001,251.36 ,0,,03/02/22,,,02/11/22,284.290009,0,02/08/22,331.540009,0,02/05/22,406.980011,1,02/02/22,396.980011
03/05/23,248.160004,248.160004,248.160004,248.16 ,0,,03/02/23,,,02/11/23,,,02/08/23,325.850006,0,02/05/23,404.579987,0,02/02/23,
03/05/26,248.600006,248.600006,248.600006,248.60 ,0,1,03/02/26,215.619995,1,02/11/26,274.649994,0,02/08/26,322.5,1,02/05/26,,,02/02/26,406.799988
03/05/27,251.910004,251.910004,251.910004,251.91 ,0,1,03/02/27,220.660004,1,02/11/27,286.230011,0,02/08/27,327.640015,0,02/05/27,409.589996,0,02/02/27,411.170013
03/05/28,255.809998,255.809998,255.809998,255.81 ,0,1,03/02/28,223.360001,1,02/11/28,287.380005,0,02/08/28,314.730011,0,02/05/28,406.799988,0,02/02/28,415.429993
03/05/29,255.009995,255.009995,255.009995,255.01 ,0,1,03/02/28,223.360001,1,02/11/29,284.899994,0,02/08/29,312.75,0,02/05/29,404.450012,0,02/02/28,415.429993
03/05/30,261.029999,261.029999,261.029999,261.03 ,0,1,03/02/28,223.360001,0,02/11/30,,,02/08/30,316.73999,0,02/05/30,397.059998,0,02/02/28,415.429993
03/06/02,267.48999,267.48999,267.48999,267.49 ,0,,03/03/02,,,02/12/02,289.040009,0,02/09/02,308.890015,1,02/06/02,,,02/03/02,
03/06/03,264.5,264.5,264.5,264.50 ,0,1,03/03/03,223.720001,1,02/12/03,281.51001,0,02/09/03,292.720001,0,02/06/03,396.329987,0,02/03/03,
03/06/04,268.720001,268.720001,268.720001,268.72 ,0,1,03/03/04,219.520004,1,02/12/04,284.679993,0,02/09/04,294.359985,0,02/06/04,388.369995,0,02/03/04,428.420013
03/06/05,265.850006,265.850006,265.850006,265.85 ,0,1,03/03/05,218.940002,1,02/12/05,277.559998,0,02/09/05,288.48999,0,02/06/05,388.190002,0,02/03/05,427.140015
03/06/06,272.859985,272.859985,272.859985,272.86 ,0,1,03/03/06,214.300003,1,02/12/06,276.109985,0,02/09/06,298.559998,0,02/06/06,389.910004,0,02/03/06,430.670013
03/06/09,270.25,270.25,270.25,270.25 ,0,,03/03/09,,,02/12/09,265.079987,0,02/09/09,294.130005,1,02/06/09,,,02/03/09,
03/06/10,273.679993,273.679993,273.679993,273.68 ,0,1,03/03/10,205.509995,1,02/12/10,272.660004,0,02/09/10,299.029999,0,02/06/10,385.130005,0,02/03/10,
03/06/11,276.839996,276.839996,276.839996,276.84 ,0,1,03/03/11,203.490005,1,02/12/11,274.980011,0,02/09/11,305.899994,0,02/06/11,386.140015,0,02/03/11,433.589996
03/06/12,280.149994,280.149994,280.149994,280.15 ,0,1,03/03/12,195.570007,1,02/12/12,268.440002,0,02/09/12,293.380005,0,02/06/12,379.579987,0,02/03/12,429.149994
03/06/13,276.279999,276.279999,276.279999,276.28 ,0,1,03/03/13,207.380005,1,02/12/13,265.23999,0,02/09/13,288.309998,0,02/06/13,376.899994,0,02/03/13,427.059998
03/06/16,283.690002,283.690002,283.690002,283.69 ,0,,03/03/16,,,02/12/16,274.480011,0,02/09/16,284.709991,1,02/06/16,,,02/03/16,
03/06/17,285.470001,285.470001,285.470001,285.47 ,0,1,03/03/17,218.259995,1,02/12/17,269.480011,0,02/09/17,282.410004,0,02/06/17,376.829987,0,02/03/17,
03/06/18,287.01001,287.01001,287.01001,287.01 ,0,1,03/03/18,225.990005,1,02/12/18,260.679993,0,02/09/18,269.200012,0,02/06/18,374.029999,0,02/03/18,438.380005
03/06/19,282.720001,282.720001,282.720001,282.72 ,0,1,03/03/19,228.660004,1,02/12/19,255.830002,0,02/09/19,260.429993,0,02/06/19,368.480011,0,02/03/19,440.649994
03/06/20,282.119995,282.119995,282.119995,282.12 ,0,1,03/03/20,227.910004,1,02/12/20,260.769989,0,02/09/20,264.880005,0,02/06/20,361.73999,0,02/03/20,435.059998
03/06/23,277.76001,277.76001,277.76001,277.76 ,0,,03/03/23,,,02/12/23,258.579987,1,02/09/23,253.160004,1,02/06/23,,,02/03/23,
03/06/24,279.970001,279.970001,279.970001,279.97 ,0,1,03/03/24,223.429993,1,02/12/24,258.579987,1,02/09/24,248.869995,0,02/06/24,351.529999,0,02/03/24,
03/06/25,278.549988,278.549988,278.549988,278.55 ,0,1,03/03/25,230.199997,1,02/12/25,258.579987,1,02/09/25,255.789993,0,02/06/25,357.440002,0,02/03/25,432.390015
03/06/26,282.019989,282.019989,282.019989,282.02 ,0,1,03/03/26,226.100006,1,02/12/26,258.579987,0,02/09/26,260.929993,0,02/06/26,349.070007,0,02/03/26,436.579987
03/06/27,280.850006,280.850006,280.850006,280.85 ,0,1,03/03/27,226.369995,1,02/12/27,246.360001,0,02/09/27,253.389999,0,02/06/27,361.25,0,02/03/27,434.040009
03/06/30,280.899994,280.899994,280.899994,280.90 ,0,,03/03/30,,,02/12/30,250.690002,1,02/09/30,241.210007,1,02/06/30,,,02/03/30,
